period,precinct_norm,selection_type,selection_name,total_incidents,peak_day,peak_day_count,peak_hour,peak_hour_count,peak_shift,peak_shift_count,peak_time_block,peak_time_block_count,period_start,period_end
YTD,11,Crime Type,FAMILY OFFENSE,69,Saturday,14,16,7,Evening Shift (14:00-21:59),34,12:00-17:59,29,2025-01-01,2026-01-01
YTD,11,Crime Type,FORGERY,7,Monday,3,14,2,Evening Shift (14:00-21:59),4,12:00-17:59,4,2025-01-01,2026-01-01
YTD,11,Crime Type,FRAUD,661,Wednesday,115,12,72,Day Shift (06:00-13:59),292,12:00-17:59,292,2025-01-01,2026-01-01
YTD,11,Crime Type,HEALTH AND SAFETY,15,Wednesday,6,0,4,Evening Shift (14:00-21:59),9,12:00-17:59,8,2025-01-01,2026-01-01
YTD,11,Crime Type,HOMICIDE,19,Sunday,6,20,4,Night Shift (22:00-05:59),11,18:00-23:59,11,2025-01-01,2026-01-01
YTD,11,Crime Type,INVASION OF PRIVACY -OTHER,12,Tuesday,3,22,2,Evening Shift (14:00-21:59),9,18:00-23:59,7,2025-01-01,2026-01-01
YTD,11,Crime Type,JUSTIFIABLE HOMICIDE,1,Wednesday,1,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-01-01,2026-01-01
YTD,11,Crime Type,KIDNAPPING,20,Friday,4,17,3,Night Shift (22:00-05:59),8,18:00-23:59,7,2025-01-01,2026-01-01
YTD,11,Crime Type,LARCENY,734,Monday,118,12,57,Evening Shift (14:00-21:59),294,12:00-17:59,230,2025-01-01,2026-01-01
YTD,11,Crime Type,LIQUOR,2,Saturday,1,1,2,Night Shift (22:00-05:59),2,00:00-05:59,2,2025-01-01,2026-01-01
YTD,11,Crime Type,MISCELLANEOUS,5,Thursday,2,21,1,Evening Shift (14:00-21:59),3,18:00-23:59,2,2025-01-01,2026-01-01
YTD,11,Crime Type,OBSTRUCTING JUDICIARY,82,Friday,19,19,11,Evening Shift (14:00-21:59),39,12:00-17:59,24,2025-01-01,2026-01-01
YTD,11,Crime Type,OBSTRUCTING THE POLICE,150,Sunday,29,23,15,Evening Shift (14:00-21:59),61,18:00-23:59,52,2025-01-01,2026-01-01
YTD,11,Crime Type,OTHER,21,Tuesday,4,14,3,Evening Shift (14:00-21:59),9,12:00-17:59,9,2025-01-01,2026-01-01
YTD,11,Crime Type,OUIL,98,Monday,18,21,10,Evening Shift (14:00-21:59),48,18:00-23:59,38,2025-01-01,2026-01-01
YTD,11,Crime Type,ROBBERY,81,Monday,18,0,9,Evening Shift (14:00-21:59),33,00:00-05:59,27,2025-01-01,2026-01-01
YTD,11,Crime Type,RUNAWAY,61,Tuesday,11,20,6,Evening Shift (14:00-21:59),26,18:00-23:59,21,2025-01-01,2026-01-01
YTD,11,Crime Type,SEX OFFENSES,46,Friday,11,21,6,Evening Shift (14:00-21:59),25,12:00-17:59,18,2025-01-01,2026-01-01
YTD,11,Crime Type,SEXUAL ASSAULT,42,Monday,11,15,3,Night Shift (22:00-05:59),19,00:00-05:59,16,2025-01-01,2026-01-01
YTD,11,Crime Type,STOLEN PROPERTY,174,Wednesday,40,17,17,Day Shift (06:00-13:59),76,12:00-17:59,67,2025-01-01,2026-01-01
YTD,11,Crime Type,STOLEN VEHICLE,377,Sunday,63,23,33,Evening Shift (14:00-21:59),167,18:00-23:59,174,2025-01-01,2026-01-01
YTD,11,Crime Type,WEAPONS OFFENSES,162,Wednesday,31,23,20,Evening Shift (14:00-21:59),74,18:00-23:59,79,2025-01-01,2026-01-01
YTD,11,Category Focus,Gun-Related,136,Wednesday,27,22,15,Evening Shift (14:00-21:59),67,18:00-23:59,69,2025-01-01,2026-01-01
YTD,11,Category Focus,Property Crime,2509,Wednesday,388,12,157,Evening Shift (14:00-21:59),967,18:00-23:59,754,2025-01-01,2026-01-01
YTD,11,Category Focus,Larceny,734,Monday,118,12,57,Evening Shift (14:00-21:59),294,12:00-17:59,230,2025-01-01,2026-01-01
YTD,12,All,All,8438,Saturday,1265,12,540,Evening Shift (14:00-21:59),3221,12:00-17:59,2588,2025-01-01,2026-01-01
YTD,12,Crime Type,AGGRAVATED ASSAULT,736,Saturday,130,0,49,Night Shift (22:00-05:59),278,00:00-05:59,214,2025-01-01,2026-01-01
YTD,12,Crime Type,ARSON,41,Monday,8,3,7,Night Shift (22:00-05:59),27,00:00-05:59,25,2025-01-01,2026-01-01
YTD,12,Crime Type,ASSAULT,1614,Monday,272,12,97,Evening Shift (14:00-21:59),608,18:00-23:59,485,2025-01-01,2026-01-01
YTD,12,Crime Type,BURGLARY,548,Saturday,92,18,41,Evening Shift (14:00-21:59),222,12:00-17:59,181,2025-01-01,2026-01-01
YTD,12,Crime Type,DAMAGE TO PROPERTY,1150,Sunday,197,22,76,Night Shift (22:00-05:59),441,18:00-23:59,346,2025-01-01,2026-01-01
YTD,12,Crime Type,DANGEROUS DRUGS,58,Tuesday,13,14,7,Evening Shift (14:00-21:59),27,12:00-17:59,28,2025-01-01,2026-01-01
YTD,12,Crime Type,DISORDERLY CONDUCT,19,Tuesday,8,0,5,Night Shift (22:00-05:59),10,00:00-05:59,7,2025-01-01,2026-01-01
YTD,12,Crime Type,EXTORTION,8,Monday,3,12,2,Evening Shift (14:00-21:59),4,12:00-17:59,5,2025-01-01,2026-01-01
YTD,12,Crime Type,FAMILY OFFENSE,65,Monday,16,15,8,Evening Shift (14:00-21:59),32,12:00-17:59,27,2025-01-01,2026-01-01
YTD,12,Crime Type,FORGERY,12,Friday,3,14,3,Evening Shift (14:00-21:59),9,12:00-17:59,9,2025-01-01,2026-01-01
YTD,12,Crime Type,FRAUD,815,Wednesday,146,12,132,Day Shift (06:00-13:59),394,12:00-17:59,420,2025-01-01,2026-01-01
YTD,12,Crime Type,HEALTH AND SAFETY,8,Saturday,4,0,2,Night Shift (22:00-05:59),4,00:00-05:59,4,2025-01-01,2026-01-01
YTD,12,Crime Type,HOMICIDE,23,Saturday,5,19,4,Evening Shift (14:00-21:59),12,18:00-23:59,11,2025-01-01,2026-01-01
YTD,12,Crime Type,INVASION OF PRIVACY -OTHER,19,Sunday,4,12,3,Day Shift (06:00-13:59),8,12:00-17:59,8,2025-01-01,2026-01-01
YTD,12,Crime Type,JUSTIFIABLE HOMICIDE,2,Friday,1,19,1,Evening Shift (14:00-21:59),1,18:00-23:59,2,2025-01-01,2026-01-01
YTD,12,Crime Type,KIDNAPPING,11,Tuesday,3,12,2,Day Shift (06:00-13:59),4,18:00-23:59,6,2025-01-01,2026-01-01
YTD,12,Crime Type,LARCENY,1323,Sunday,280,12,96,Evening Shift (14:00-21:59),472,12:00-17:59,418,2025-01-01,2026-01-01
YTD,12,Crime Type,LIQUOR,10,Sunday,4,0,3,Night Shift (22:00-05:59),7,18:00-23:59,5,2025-01-01,2026-01-01
YTD,12,Crime Type,MISCELLANEOUS,5,Thursday,2,15,1,Evening Shift (14:00-21:59),3,12:00-17:59,4,2025-01-01,2026-01-01
YTD,12,Crime Type,OBSTRUCTING JUDICIARY,105,Thursday,16,12,12,Evening Shift (14:00-21:59),46,12:00-17:59,50,2025-01-01,2026-01-01
YTD,12,Crime Type,OBSTRUCTING THE POLICE,131,Saturday,27,21,15,Evening Shift (14:00-21:59),60,18:00-23:59,53,2025-01-01,2026-01-01
YTD,12,Crime Type,OTHER,25,Saturday,7,16,5,Evening Shift (14:00-21:59),13,12:00-17:59,11,2025-01-01,2026-01-01
YTD,12,Crime Type,OUIL,76,Sunday,16,21,14,Evening Shift (14:00-21:59),46,18:00-23:59,34,2025-01-01,2026-01-01
YTD,12,Crime Type,ROBBERY,93,Thursday,20,18,9,Evening Shift (14:00-21:59),41,18:00-23:59,33,2025-01-01,2026-01-01
YTD,12,Crime Type,RUNAWAY,111,Monday,20,14,13,Evening Shift (14:00-21:59),60,12:00-17:59,46,2025-01-01,2026-01-01
YTD,12,Crime Type,SEX OFFENSES,134,Friday,47,21,18,Evening Shift (14:00-21:59),72,18:00-23:59,67,2025-01-01,2026-01-01
YTD,12,Crime Type,SEXUAL ASSAULT,56,Thursday,11,0,6,Night Shift (22:00-05:59),26,18:00-23:59,18,2025-01-01,2026-01-01
YTD,12,Crime Type,SOLICITATION,9,Friday,9,22,3,Night Shift (22:00-05:59),6,18:00-23:59,7,2025-01-01,2026-01-01
YTD,12,Crime Type,STOLEN PROPERTY,189,Tuesday,42,16,15,Evening Shift (14:00-21:59),80,12:00-17:59,62,2025-01-01,2026-01-01
YTD,12,Crime Type,STOLEN VEHICLE,793,Monday,134,23,86,Night Shift (22:00-05:59),379,18:00-23:59,347,2025-01-01,2026-01-01
YTD,12,Crime Type,WEAPONS OFFENSES,249,Thursday,44,0,32,Evening Shift (14:00-21:59),110,18:00-23:59,104,2025-01-01,2026-01-01
YTD,12,Category Focus,Gun-Related,213,Thursday,39,0,29,Evening Shift (14:00-21:59),97,18:00-23:59,87,2025-01-01,2026-01-01
YTD,12,Category Focus,Property Crime,4003,Sunday,646,22,257,Evening Shift (14:00-21:59),1466,18:00-23:59,1251,2025-01-01,2026-01-01
YTD,12,Category Focus,Larceny,1323,Sunday,280,12,96,Evening Shift (14:00-21:59),472,12:00-17:59,418,2025-01-01,2026-01-01
YTD,HP,All,All,1,Saturday,1,21,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2025-01-01,2026-01-01
YTD,HP,Crime Type,STOLEN VEHICLE,1,Saturday,1,21,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2025-01-01,2026-01-01
YTD,HP,Category Focus,Property Crime,1,Saturday,1,21,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2025-01-01,2026-01-01
Recent 28D,ALL,All,All,5124,Saturday,803,15,308,Evening Shift (14:00-21:59),2103,12:00-17:59,1576,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,AGGRAVATED ASSAULT,433,Sunday,78,16,35,Evening Shift (14:00-21:59),168,18:00-23:59,144,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,ARSON,30,Thursday,7,3,5,Night Shift (22:00-05:59),16,00:00-05:59,13,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,ASSAULT,1110,Saturday,182,21,71,Evening Shift (14:00-21:59),462,18:00-23:59,337,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,BURGLARY,368,Wednesday,65,12,34,Evening Shift (14:00-21:59),145,12:00-17:59,139,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,DAMAGE TO PROPERTY,648,Saturday,112,0,41,Night Shift (22:00-05:59),238,18:00-23:59,191,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,DANGEROUS DRUGS,58,Tuesday,20,15,13,Evening Shift (14:00-21:59),26,12:00-17:59,30,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,DISORDERLY CONDUCT,25,Sunday,7,15,3,Night Shift (22:00-05:59),13,00:00-05:59,11,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,EXTORTION,2,Thursday,1,12,2,Day Shift (06:00-13:59),2,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,FAMILY OFFENSE,49,Saturday,9,17,8,Evening Shift (14:00-21:59),25,12:00-17:59,17,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,FORGERY,6,Friday,3,1,1,Evening Shift (14:00-21:59),3,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,FRAUD,449,Friday,82,12,61,Day Shift (06:00-13:59),205,12:00-17:59,201,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,HEALTH AND SAFETY,15,Sunday,7,23,3,Night Shift (22:00-05:59),7,18:00-23:59,11,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,HOMICIDE,5,Thursday,2,19,1,Evening Shift (14:00-21:59),3,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,INVASION OF PRIVACY -OTHER,35,Wednesday,8,8,4,Evening Shift (14:00-21:59),15,18:00-23:59,13,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,JUSTIFIABLE HOMICIDE,2,Wednesday,1,0,1,Night Shift (22:00-05:59),2,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,KIDNAPPING,14,Tuesday,3,16,4,Evening Shift (14:00-21:59),5,12:00-17:59,8,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,LARCENY,805,Saturday,141,12,61,Evening Shift (14:00-21:59),346,12:00-17:59,281,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,LIQUOR,3,Tuesday,1,6,1,Day Shift (06:00-13:59),1,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,MISCELLANEOUS,4,Sunday,2,12,2,Day Shift (06:00-13:59),2,12:00-17:59,3,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,OBSTRUCTING JUDICIARY,90,Friday,23,18,11,Evening Shift (14:00-21:59),41,12:00-17:59,33,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,OBSTRUCTING THE POLICE,110,Sunday,24,21,16,Evening Shift (14:00-21:59),57,18:00-23:59,55,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,OUIL,34,Saturday,10,0,6,Evening Shift (14:00-21:59),16,18:00-23:59,10,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,ROBBERY,61,Monday,11,0,7,Night Shift (22:00-05:59),30,00:00-05:59,22,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,RUNAWAY,43,Thursday,11,16,7,Evening Shift (14:00-21:59),24,12:00-17:59,17,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,SEX OFFENSES,30,Tuesday,7,12,3,Evening Shift (14:00-21:59),15,12:00-17:59,12,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,SEXUAL ASSAULT,27,Saturday,7,17,4,Day Shift (06:00-13:59),12,06:00-11:59,10,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,SOLICITATION,3,Tuesday,2,21,1,Evening Shift (14:00-21:59),3,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,STOLEN PROPERTY,141,Friday,27,10,11,Evening Shift (14:00-21:59),52,18:00-23:59,42,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,STOLEN VEHICLE,370,Monday,67,20,32,Evening Shift (14:00-21:59),149,18:00-23:59,143,2025-12-05,2026-01-01
Recent 28D,ALL,Crime Type,WEAPONS OFFENSES,154,Sunday,30,23,23,Evening Shift (14:00-21:59),72,18:00-23:59,81,2025-12-05,2026-01-01
Recent 28D,ALL,Category Focus,Gun-Related,154,Sunday,30,23,23,Evening Shift (14:00-21:59),72,18:00-23:59,81,2025-12-05,2026-01-01
Recent 28D,ALL,Category Focus,Property Crime,2332,Monday,379,12,142,Evening Shift (14:00-21:59),926,12:00-17:59,701,2025-12-05,2026-01-01
Recent 28D,ALL,Category Focus,Larceny,805,Saturday,141,12,61,Evening Shift (14:00-21:59),346,12:00-17:59,281,2025-12-05,2026-01-01
Recent 28D,02,All,All,449,Monday,72,21,33,Evening Shift (14:00-21:59),187,12:00-17:59,140,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,AGGRAVATED ASSAULT,47,Thursday,10,22,6,Evening Shift (14:00-21:59),21,18:00-23:59,19,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,ARSON,2,Saturday,1,13,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,ASSAULT,113,Wednesday,24,17,10,Evening Shift (14:00-21:59),47,12:00-17:59,37,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,BURGLARY,31,Monday,9,14,3,Evening Shift (14:00-21:59),14,12:00-17:59,13,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,DAMAGE TO PROPERTY,48,Monday,9,0,5,Night Shift (22:00-05:59),18,00:00-05:59,16,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,DANGEROUS DRUGS,5,Friday,1,13,2,Night Shift (22:00-05:59),3,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,DISORDERLY CONDUCT,3,Thursday,1,15,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,FAMILY OFFENSE,3,Saturday,1,18,1,Evening Shift (14:00-21:59),2,18:00-23:59,1,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,FORGERY,1,Saturday,1,18,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,FRAUD,29,Sunday,9,0,5,Day Shift (06:00-13:59),14,06:00-11:59,10,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,HEALTH AND SAFETY,2,Sunday,1,23,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,HOMICIDE,2,Wednesday,1,14,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,INVASION OF PRIVACY -OTHER,2,Thursday,2,9,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,JUSTIFIABLE HOMICIDE,1,Thursday,1,22,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,KIDNAPPING,1,Monday,1,16,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,LARCENY,59,Friday,13,15,7,Evening Shift (14:00-21:59),28,12:00-17:59,22,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,OBSTRUCTING JUDICIARY,11,Friday,3,22,2,Day Shift (06:00-13:59),5,12:00-17:59,5,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,OBSTRUCTING THE POLICE,9,Thursday,3,21,4,Evening Shift (14:00-21:59),8,18:00-23:59,5,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,OUIL,2,Friday,2,9,2,Day Shift (06:00-13:59),2,06:00-11:59,2,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,ROBBERY,3,Wednesday,2,21,2,Evening Shift (14:00-21:59),2,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,RUNAWAY,4,Monday,2,9,1,Day Shift (06:00-13:59),2,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,SEX OFFENSES,4,Tuesday,3,10,1,Evening Shift (14:00-21:59),3,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,SOLICITATION,2,Tuesday,2,16,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,STOLEN PROPERTY,15,Friday,3,21,3,Evening Shift (14:00-21:59),9,18:00-23:59,6,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,STOLEN VEHICLE,35,Friday,8,1,4,Night Shift (22:00-05:59),16,00:00-05:59,10,2025-12-05,2026-01-01
Recent 28D,02,Crime Type,WEAPONS OFFENSES,15,Sunday,4,23,4,Night Shift (22:00-05:59),7,18:00-23:59,10,2025-12-05,2026-01-01
Recent 28D,02,Category Focus,Gun-Related,15,Sunday,4,23,4,Night Shift (22:00-05:59),7,18:00-23:59,10,2025-12-05,2026-01-01
Recent 28D,02,Category Focus,Property Crime,188,Monday,38,15,16,Evening Shift (14:00-21:59),74,12:00-17:59,58,2025-12-05,2026-01-01
Recent 28D,02,Category Focus,Larceny,59,Friday,13,15,7,Evening Shift (14:00-21:59),28,12:00-17:59,22,2025-12-05,2026-01-01
Recent 28D,03,All,All,630,Sunday,109,0,59,Evening Shift (14:00-21:59),255,12:00-17:59,196,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,AGGRAVATED ASSAULT,33,Saturday,6,0,7,Evening Shift (14:00-21:59),14,12:00-17:59,12,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,ASSAULT,115,Sunday,25,15,10,Evening Shift (14:00-21:59),47,18:00-23:59,37,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,BURGLARY,32,Friday,7,17,5,Evening Shift (14:00-21:59),13,12:00-17:59,11,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,DAMAGE TO PROPERTY,88,Saturday,22,0,10,Evening Shift (14:00-21:59),32,12:00-17:59,28,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,DANGEROUS DRUGS,1,Monday,1,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,DISORDERLY CONDUCT,9,Friday,4,15,2,Night Shift (22:00-05:59),5,18:00-23:59,4,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,FAMILY OFFENSE,1,Wednesday,1,18,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,FORGERY,1,Friday,1,12,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,FRAUD,60,Wednesday,12,13,7,Evening Shift (14:00-21:59),25,12:00-17:59,29,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,HOMICIDE,1,Wednesday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,INVASION OF PRIVACY -OTHER,18,Tuesday,4,8,3,Day Shift (06:00-13:59),8,06:00-11:59,8,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,JUSTIFIABLE HOMICIDE,1,Wednesday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,KIDNAPPING,1,Wednesday,1,10,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,LARCENY,154,Monday,32,0,16,Evening Shift (14:00-21:59),65,18:00-23:59,48,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,LIQUOR,1,Tuesday,1,6,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,MISCELLANEOUS,1,Wednesday,1,12,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,OBSTRUCTING JUDICIARY,8,Thursday,2,18,3,Evening Shift (14:00-21:59),4,18:00-23:59,3,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,OBSTRUCTING THE POLICE,13,Thursday,4,2,2,Night Shift (22:00-05:59),9,18:00-23:59,7,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,OUIL,12,Monday,4,10,4,Day Shift (06:00-13:59),6,06:00-11:59,6,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,ROBBERY,9,Monday,3,0,3,Night Shift (22:00-05:59),6,18:00-23:59,4,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,RUNAWAY,2,Thursday,1,16,1,Evening Shift (14:00-21:59),2,12:00-17:59,1,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,SEX OFFENSES,9,Tuesday,4,12,3,Evening Shift (14:00-21:59),4,12:00-17:59,5,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,SEXUAL ASSAULT,2,Saturday,2,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,STOLEN PROPERTY,7,Sunday,3,20,1,Evening Shift (14:00-21:59),3,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,STOLEN VEHICLE,39,Saturday,11,20,5,Evening Shift (14:00-21:59),21,18:00-23:59,15,2025-12-05,2026-01-01
Recent 28D,03,Crime Type,WEAPONS OFFENSES,12,Sunday,5,23,2,Night Shift (22:00-05:59),6,18:00-23:59,5,2025-12-05,2026-01-01
Recent 28D,03,Category Focus,Gun-Related,12,Sunday,5,23,2,Night Shift (22:00-05:59),6,18:00-23:59,5,2025-12-05,2026-01-01
Recent 28D,03,Category Focus,Property Crime,320,Saturday,65,0,29,Evening Shift (14:00-21:59),134,12:00-17:59,103,2025-12-05,2026-01-01
Recent 28D,03,Category Focus,Larceny,154,Monday,32,0,16,Evening Shift (14:00-21:59),65,18:00-23:59,48,2025-12-05,2026-01-01
Recent 28D,04,All,All,279,Sunday,48,16,19,Evening Shift (14:00-21:59),118,18:00-23:59,87,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,AGGRAVATED ASSAULT,24,Sunday,7,2,2,Night Shift (22:00-05:59),11,00:00-05:59,9,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,ARSON,2,Sunday,1,3,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,ASSAULT,61,Saturday,14,15,6,Evening Shift (14:00-21:59),30,18:00-23:59,23,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,BURGLARY,18,Thursday,4,1,2,Evening Shift (14:00-21:59),8,00:00-05:59,6,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,DAMAGE TO PROPERTY,27,Tuesday,5,23,4,Night Shift (22:00-05:59),14,00:00-05:59,10,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,DANGEROUS DRUGS,11,Thursday,3,16,3,Night Shift (22:00-05:59),5,12:00-17:59,4,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,DISORDERLY CONDUCT,2,Sunday,1,2,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,FAMILY OFFENSE,4,Tuesday,1,17,2,Evening Shift (14:00-21:59),3,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,FRAUD,28,Tuesday,6,12,5,Day Shift (06:00-13:59),17,12:00-17:59,14,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,KIDNAPPING,3,Tuesday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,LARCENY,38,Wednesday,8,19,5,Evening Shift (14:00-21:59),18,18:00-23:59,15,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,OBSTRUCTING JUDICIARY,3,Friday,1,13,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,OBSTRUCTING THE POLICE,7,Friday,3,2,2,Evening Shift (14:00-21:59),3,12:00-17:59,2,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,OUIL,2,Saturday,2,20,2,Evening Shift (14:00-21:59),2,18:00-23:59,2,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,ROBBERY,6,Saturday,2,3,2,Night Shift (22:00-05:59),4,00:00-05:59,4,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,SEXUAL ASSAULT,1,Saturday,1,18,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,STOLEN PROPERTY,8,Tuesday,3,2,1,Day Shift (06:00-13:59),4,12:00-17:59,3,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,STOLEN VEHICLE,24,Monday,7,8,3,Evening Shift (14:00-21:59),9,18:00-23:59,7,2025-12-05,2026-01-01
Recent 28D,04,Crime Type,WEAPONS OFFENSES,10,Wednesday,3,22,2,Night Shift (22:00-05:59),5,18:00-23:59,5,2025-12-05,2026-01-01
Recent 28D,04,Category Focus,Gun-Related,10,Wednesday,3,22,2,Night Shift (22:00-05:59),5,18:00-23:59,5,2025-12-05,2026-01-01
